,000300.SH,,,000905.SH,,,000016.SH,,,000852.SH,,
,CSI 300 dividend yield,CSI 300,CSI 300 dividend,CSI 500 dividend yield,CSI 500,CSI 500 dividend,SSE 50 dividend yield,SSE 50,SSE 50 dividend,CSI 1000 dividend yield,CSI 1000,CSI 1000 dividend
2014/2/21,2.87 ,2264.29 ,65.02 ,1.14 ,4121.92 ,46.81 ,3.66 ,1505.33 ,55.16 ,0.00 ,5030.78 ,0.00 
2014/2/24,2.93 ,2214.51 ,64.94 ,1.14 ,4105.79 ,46.82 ,3.75 ,1468.06 ,55.06 ,0.00 ,5064.49 ,0.00 
2014/2/25,2.98 ,2157.91 ,64.40 ,1.18 ,3961.44 ,46.85 ,3.79 ,1440.89 ,54.59 ,0.00 ,4849.37 ,0.00 
2014/2/26,2.98 ,2163.41 ,64.38 ,1.18 ,3987.48 ,47.13 ,3.78 ,1444.20 ,54.52 ,0.00 ,4881.73 ,0.00 
2014/2/27,2.97 ,2154.11 ,63.87 ,1.20 ,3934.73 ,47.15 ,3.73 ,1452.46 ,54.17 ,0.00 ,4795.55 ,0.00 
2014/2/28,2.95 ,2178.97 ,64.30 ,1.19 ,3975.93 ,47.15 ,3.73 ,1464.32 ,54.56 ,0.00 ,4842.52 ,0.00 
2014/3/3,2.94 ,2190.37 ,64.39 ,1.16 ,4058.80 ,47.15 ,3.72 ,1462.69 ,54.44 ,0.00 ,4954.17 ,0.00 
2014/3/4,2.95 ,2184.27 ,64.42 ,1.16 ,4059.57 ,47.20 ,3.72 ,1464.28 ,54.54 ,0.00 ,4961.94 ,0.00 
2014/3/5,2.98 ,2163.98 ,64.43 ,1.17 ,4037.78 ,47.18 ,3.77 ,1448.33 ,54.63 ,0.00 ,4963.66 ,0.00 
2014/3/6,2.97 ,2173.63 ,64.45 ,1.17 ,4032.76 ,47.16 ,3.74 ,1459.51 ,54.64 ,0.00 ,4962.40 ,0.00 
2014/3/7,2.97 ,2168.36 ,64.31 ,1.17 ,4012.45 ,47.13 ,3.74 ,1455.59 ,54.40 ,0.00 ,4949.84 ,0.00 
2014/3/10,3.04 ,2097.79 ,63.86 ,1.22 ,3860.24 ,47.18 ,3.83 ,1408.87 ,53.94 ,0.00 ,4760.67 ,0.00 
2014/3/11,3.04 ,2108.66 ,64.09 ,1.22 ,3864.26 ,47.18 ,3.84 ,1412.73 ,54.19 ,0.00 ,4746.73 ,0.00 
2014/3/12,3.04 ,2114.13 ,64.32 ,1.22 ,3865.66 ,47.24 ,3.86 ,1418.70 ,54.70 ,0.00 ,4726.86 ,0.00 
2014/3/13,3.01 ,2140.33 ,64.39 ,1.21 ,3907.15 ,47.22 ,3.81 ,1437.39 ,54.78 ,0.00 ,4794.00 ,0.00 
2014/3/14,3.03 ,2122.84 ,64.41 ,1.22 ,3888.98 ,47.25 ,3.84 ,1426.40 ,54.73 ,0.00 ,4785.04 ,0.00 
2014/3/17,3.01 ,2143.04 ,64.52 ,1.19 ,3967.15 ,47.26 ,3.81 ,1434.16 ,54.67 ,0.00 ,4903.13 ,0.00 
2014/3/18,3.01 ,2138.13 ,64.42 ,1.18 ,3989.20 ,47.22 ,3.82 ,1427.63 ,54.56 ,0.00 ,4934.42 ,0.00 
2014/3/19,3.03 ,2120.87 ,64.21 ,1.19 ,3980.67 ,47.24 ,3.83 ,1418.71 ,54.32 ,0.00 ,4937.73 ,0.00 
2014/3/20,3.06 ,2086.97 ,63.93 ,1.22 ,3876.58 ,47.17 ,3.85 ,1406.92 ,54.15 ,0.00 ,4798.40 ,0.00 
2014/3/21,2.98 ,2158.80 ,64.24 ,1.19 ,3952.39 ,47.18 ,3.74 ,1464.08 ,54.70 ,0.00 ,4870.01 ,0.00 
2014/3/24,2.95 ,2176.55 ,64.26 ,1.18 ,3985.86 ,47.22 ,3.71 ,1477.53 ,54.76 ,0.00 ,4876.47 ,0.00 
2014/3/25,2.96 ,2174.44 ,64.28 ,1.18 ,3991.14 ,47.18 ,3.72 ,1470.12 ,54.70 ,0.00 ,4876.29 ,0.00 
2014/3/26,2.96 ,2171.05 ,64.23 ,1.18 ,4001.50 ,47.15 ,3.72 ,1467.08 ,54.63 ,0.00 ,4903.92 ,0.00 
2014/3/27,2.98 ,2155.71 ,64.20 ,1.20 ,3944.04 ,47.14 ,3.75 ,1464.53 ,54.87 ,0.00 ,4804.21 ,0.00 
2014/3/28,2.97 ,2151.97 ,63.96 ,1.22 ,3865.30 ,47.15 ,3.72 ,1472.05 ,54.73 ,0.00 ,4671.79 ,0.00 
2014/3/31,2.98 ,2146.31 ,63.88 ,1.23 ,3840.54 ,47.21 ,3.73 ,1465.78 ,54.60 ,0.00 ,4633.27 ,0.00 
2014/4/1,2.96 ,2163.12 ,64.00 ,1.21 ,3899.49 ,47.22 ,3.71 ,1473.14 ,54.71 ,0.00 ,4714.95 ,0.00 
2014/4/2,2.94 ,2180.73 ,64.09 ,1.21 ,3902.04 ,47.21 ,3.68 ,1491.30 ,54.93 ,0.00 ,4683.78 ,0.00 
2014/4/3,2.96 ,2165.01 ,64.14 ,1.21 ,3896.28 ,47.21 ,3.71 ,1477.49 ,54.88 ,0.00 ,4686.95 ,0.00 
2014/4/4,2.94 ,2185.47 ,64.29 ,1.20 ,3939.23 ,47.20 ,3.70 ,1490.33 ,55.10 ,0.00 ,4743.68 ,0.00 
2014/4/8,2.88 ,2237.32 ,64.33 ,1.18 ,3981.63 ,47.14 ,3.62 ,1534.75 ,55.50 ,0.00 ,4774.53 ,0.00 
2014/4/9,2.87 ,2238.62 ,64.24 ,1.17 ,4018.55 ,47.01 ,3.61 ,1530.88 ,55.27 ,0.00 ,4830.54 ,0.00 
2014/4/10,2.83 ,2273.76 ,64.28 ,1.16 ,4038.84 ,46.99 ,3.54 ,1570.40 ,55.59 ,0.00 ,4849.66 ,0.00 
2014/4/11,2.83 ,2270.67 ,64.30 ,1.17 ,4021.19 ,46.99 ,3.55 ,1565.31 ,55.61 ,0.00 ,4822.71 ,0.00 
2014/4/14,2.83 ,2268.61 ,64.31 ,1.16 ,4051.33 ,47.01 ,3.56 ,1557.70 ,55.49 ,0.00 ,4858.16 ,0.00 
2014/4/15,2.88 ,2229.46 ,64.23 ,1.17 ,4021.91 ,47.01 ,3.63 ,1523.22 ,55.26 ,0.00 ,4838.65 ,0.00 
2014/4/16,2.88 ,2232.53 ,64.21 ,1.17 ,4019.88 ,46.94 ,3.62 ,1527.05 ,55.27 ,0.00 ,4847.64 ,0.00 
2014/4/17,2.90 ,2224.80 ,64.44 ,1.17 ,4014.94 ,46.90 ,3.63 ,1520.56 ,55.21 ,0.00 ,4847.68 ,0.00 
2014/4/18,2.90 ,2224.48 ,64.54 ,1.17 ,4029.26 ,46.94 ,3.64 ,1521.28 ,55.35 ,0.00 ,4870.31 ,0.00 
2014/4/21,2.94 ,2187.25 ,64.38 ,1.19 ,3965.34 ,46.99 ,3.69 ,1493.76 ,55.13 ,0.00 ,4794.88 ,0.00 
2014/4/22,2.93 ,2196.80 ,64.33 ,1.19 ,3947.17 ,46.93 ,3.66 ,1509.55 ,55.29 ,0.00 ,4748.01 ,0.00 
2014/4/23,2.95 ,2194.67 ,64.81 ,1.19 ,3929.17 ,46.84 ,3.67 ,1507.04 ,55.27 ,0.00 ,4730.83 ,0.00 
2014/4/24,2.96 ,2190.47 ,64.88 ,1.20 ,3884.81 ,46.78 ,3.67 ,1510.29 ,55.48 ,0.00 ,4682.83 ,0.00 
2014/4/25,2.98 ,2167.83 ,64.69 ,1.23 ,3800.68 ,46.82 ,3.69 ,1501.05 ,55.44 ,0.00 ,4582.63 ,0.00 
2014/4/28,3.04 ,2134.97 ,64.80 ,1.27 ,3684.59 ,46.85 ,3.72 ,1483.78 ,55.21 ,0.00 ,4424.41 ,0.00 
2014/4/29,3.01 ,2158.47 ,65.04 ,1.25 ,3738.93 ,46.82 ,3.70 ,1496.01 ,55.40 ,0.00 ,4479.26 ,0.00 
2014/4/30,3.01 ,2158.66 ,65.05 ,1.25 ,3766.17 ,46.89 ,3.70 ,1494.81 ,55.33 ,0.00 ,4525.31 ,0.00 
2014/5/5,3.02 ,2156.47 ,65.09 ,1.24 ,3798.29 ,46.92 ,3.72 ,1487.53 ,55.31 ,0.00 ,4577.41 ,0.00 
2014/5/6,3.02 ,2157.33 ,65.14 ,1.23 ,3817.98 ,46.97 ,3.73 ,1485.25 ,55.33 ,0.00 ,4612.15 ,0.00 
2014/5/7,3.04 ,2137.32 ,65.03 ,1.26 ,3749.97 ,47.11 ,3.74 ,1476.18 ,55.23 ,0.00 ,4533.01 ,0.00 
2014/5/8,3.04 ,2135.50 ,64.92 ,1.26 ,3754.01 ,47.16 ,3.73 ,1478.72 ,55.20 ,0.00 ,4532.26 ,0.00 
2014/5/9,3.04 ,2133.91 ,64.91 ,1.27 ,3716.02 ,47.08 ,3.72 ,1480.74 ,55.12 ,0.00 ,4481.84 ,0.00 
2014/5/12,2.99 ,2180.05 ,65.08 ,1.24 ,3812.76 ,47.28 ,3.66 ,1508.39 ,55.24 ,0.00 ,4576.42 ,0.00 
2014/5/13,2.99 ,2174.85 ,64.92 ,1.22 ,3806.89 ,46.42 ,3.67 ,1503.52 ,55.14 ,0.00 ,4574.80 ,0.00 
2014/5/14,2.99 ,2172.37 ,64.90 ,1.22 ,3803.80 ,46.52 ,3.67 ,1500.83 ,55.06 ,0.00 ,4577.68 ,0.00 
2014/5/15,3.02 ,2144.08 ,64.67 ,1.25 ,3732.34 ,46.70 ,3.69 ,1488.77 ,54.92 ,0.00 ,4491.75 ,0.00 
2014/5/16,3.01 ,2145.95 ,64.68 ,1.27 ,3726.66 ,47.18 ,3.69 ,1487.74 ,54.92 ,0.00 ,4472.17 ,0.00 
2014/5/19,3.04 ,2115.14 ,64.31 ,1.28 ,3705.36 ,47.49 ,3.74 ,1459.21 ,54.56 ,0.00 ,4458.38 ,0.00 
2014/5/20,3.04 ,2115.77 ,64.28 ,1.27 ,3715.71 ,47.32 ,3.73 ,1460.82 ,54.54 ,0.00 ,4480.03 ,0.00 
2014/5/21,3.01 ,2135.91 ,64.36 ,1.26 ,3747.33 ,47.31 ,3.70 ,1474.14 ,54.57 ,0.00 ,4518.66 ,0.00 
2014/5/22,3.02 ,2130.87 ,64.28 ,1.26 ,3746.14 ,47.24 ,3.70 ,1471.55 ,54.50 ,0.00 ,4527.60 ,0.00 
2014/5/23,3.00 ,2148.41 ,64.42 ,1.25 ,3786.56 ,47.20 ,3.68 ,1484.38 ,54.64 ,0.00 ,4582.46 ,0.00 
2014/5/26,2.99 ,2155.98 ,64.52 ,1.23 ,3827.49 ,47.19 ,3.68 ,1486.05 ,54.74 ,0.00 ,4645.00 ,0.00 
2014/5/27,3.04 ,2147.28 ,65.31 ,1.24 ,3818.32 ,47.23 ,3.77 ,1479.73 ,55.76 ,0.00 ,4624.34 ,0.00 
2014/5/28,3.02 ,2169.35 ,65.56 ,1.21 ,3861.59 ,46.84 ,3.74 ,1491.76 ,55.82 ,0.00 ,4690.62 ,0.00 
2014/5/29,3.03 ,2155.16 ,65.33 ,1.22 ,3821.87 ,46.75 ,3.74 ,1484.31 ,55.51 ,0.00 ,4635.01 ,0.00 
2014/5/30,3.03 ,2156.46 ,65.44 ,1.21 ,3829.24 ,46.51 ,3.75 ,1482.10 ,55.53 ,0.00 ,4648.23 ,0.00 
2014/6/3,3.03 ,2149.92 ,65.18 ,1.22 ,3822.72 ,46.61 ,3.75 ,1477.52 ,55.36 ,0.00 ,4640.24 ,0.00 
2014/6/4,3.05 ,2128.27 ,64.98 ,1.23 ,3789.29 ,46.63 ,3.77 ,1466.39 ,55.23 ,0.00 ,4610.72 ,0.00 
2014/6/5,3.03 ,2150.60 ,65.19 ,1.22 ,3832.06 ,46.64 ,3.74 ,1484.24 ,55.49 ,0.00 ,4671.33 ,0.00 
2014/6/6,3.05 ,2134.72 ,65.20 ,1.22 ,3818.33 ,46.56 ,3.76 ,1472.27 ,55.36 ,0.00 ,4662.31 ,0.00 
2014/6/9,3.05 ,2134.28 ,65.03 ,1.23 ,3797.43 ,46.52 ,3.75 ,1475.35 ,55.27 ,0.00 ,4627.43 ,0.00 
2014/6/10,3.03 ,2161.27 ,65.39 ,1.21 ,3840.02 ,46.40 ,3.70 ,1493.53 ,55.28 ,0.00 ,4686.09 ,0.00 
2014/6/11,3.04 ,2160.77 ,65.64 ,1.21 ,3858.05 ,46.53 ,3.73 ,1488.76 ,55.49 ,0.00 ,4717.94 ,0.00 
2014/6/12,3.04 ,2153.41 ,65.55 ,1.21 ,3850.11 ,46.57 ,3.74 ,1483.86 ,55.46 ,0.00 ,4712.04 ,0.00 
2014/6/13,3.06 ,2176.24 ,66.49 ,1.21 ,3891.56 ,47.09 ,3.79 ,1502.96 ,57.02 ,0.00 ,4766.52 ,0.00 
2014/6/16,2.98 ,2191.86 ,65.32 ,1.28 ,3914.98 ,50.01 ,3.72 ,1518.71 ,56.42 ,0.00 ,4800.60 ,0.00 
2014/6/17,3.02 ,2169.67 ,65.57 ,1.30 ,3879.34 ,50.28 ,3.78 ,1501.94 ,56.71 ,0.00 ,4757.48 ,0.00 
2014/6/18,3.04 ,2160.24 ,65.71 ,1.31 ,3858.10 ,50.68 ,3.80 ,1495.43 ,56.89 ,0.00 ,4721.70 ,0.00 
2014/6/19,3.08 ,2126.91 ,65.57 ,1.35 ,3755.69 ,50.66 ,3.84 ,1478.04 ,56.79 ,0.00 ,4581.91 ,0.00 
2014/6/20,3.14 ,2136.73 ,67.03 ,1.33 ,3789.34 ,50.53 ,3.89 ,1484.48 ,57.69 ,0.00 ,4635.06 ,0.00 
2014/6/23,3.15 ,2134.11 ,67.12 ,1.32 ,3815.88 ,50.55 ,3.91 ,1475.76 ,57.70 ,0.00 ,4697.42 ,0.00 
2014/6/24,3.13 ,2144.82 ,67.06 ,1.32 ,3839.20 ,50.65 ,3.90 ,1480.13 ,57.67 ,0.00 ,4733.76 ,0.00 
2014/6/25,3.14 ,2133.37 ,66.93 ,1.33 ,3814.03 ,50.58 ,3.92 ,1469.95 ,57.55 ,0.00 ,4715.85 ,0.00 
2014/6/26,3.16 ,2149.08 ,67.90 ,1.31 ,3861.95 ,50.76 ,3.98 ,1478.01 ,58.83 ,0.00 ,4793.36 ,0.00 
2014/6/27,3.17 ,2150.26 ,68.19 ,1.30 ,3889.32 ,50.53 ,3.99 ,1473.76 ,58.76 ,0.00 ,4829.48 ,0.00 
2014/6/30,3.15 ,2165.12 ,68.14 ,1.30 ,3924.90 ,50.84 ,3.97 ,1482.41 ,58.87 ,0.00 ,4884.40 ,0.00 
2014/7/1,3.15 ,2164.56 ,68.19 ,1.29 ,3951.73 ,50.82 ,3.98 ,1481.66 ,59.00 ,0.00 ,4915.74 ,0.00 
2014/7/2,3.14 ,2170.87 ,68.15 ,1.28 ,3979.31 ,50.90 ,3.97 ,1484.84 ,58.95 ,0.00 ,4945.53 ,0.00 
2014/7/3,3.15 ,2180.19 ,68.64 ,1.28 ,4019.65 ,51.27 ,4.01 ,1489.55 ,59.66 ,0.00 ,4980.72 ,0.00 
2014/7/4,3.16 ,2178.70 ,68.94 ,1.28 ,4004.56 ,51.19 ,4.03 ,1492.46 ,60.12 ,0.00 ,4977.59 ,0.00 
2014/7/7,3.16 ,2176.29 ,68.85 ,1.27 ,4014.49 ,50.84 ,4.02 ,1492.84 ,60.01 ,0.00 ,4970.87 ,0.00 
2014/7/8,3.15 ,2180.47 ,68.73 ,1.26 ,4039.71 ,50.90 ,4.01 ,1491.96 ,59.86 ,0.00 ,5014.86 ,0.00 
2014/7/9,3.19 ,2148.71 ,68.64 ,1.28 ,3982.40 ,50.84 ,4.06 ,1475.14 ,59.82 ,0.00 ,4937.32 ,0.00 
2014/7/10,3.25 ,2142.85 ,69.68 ,1.28 ,3982.20 ,50.85 ,4.14 ,1471.17 ,60.89 ,0.00 ,4935.69 ,0.00 
2014/7/11,3.28 ,2148.01 ,70.38 ,1.26 ,4029.75 ,50.84 ,4.12 ,1468.54 ,60.49 ,0.00 ,4966.18 ,0.00 
2014/7/14,3.26 ,2171.76 ,70.82 ,1.24 ,4090.80 ,50.62 ,4.12 ,1482.78 ,61.06 ,0.00 ,5025.24 ,0.00 
2014/7/15,3.25 ,2174.98 ,70.79 ,1.24 ,4093.11 ,50.69 ,4.11 ,1484.66 ,61.01 ,0.00 ,4992.83 ,0.00 
2014/7/16,3.26 ,2170.87 ,70.70 ,1.25 ,4062.12 ,50.69 ,4.11 ,1483.18 ,60.99 ,0.00 ,4925.46 ,0.00 
2014/7/17,3.27 ,2157.07 ,70.55 ,1.26 ,4031.44 ,50.68 ,4.13 ,1473.67 ,60.93 ,0.00 ,4907.89 ,0.00 
2014/7/18,3.27 ,2164.14 ,70.79 ,1.25 ,4042.52 ,50.73 ,4.13 ,1478.76 ,61.03 ,0.00 ,4910.77 ,0.00 
2014/7/21,3.27 ,2166.30 ,70.82 ,1.26 ,4030.24 ,50.76 ,4.14 ,1479.84 ,61.23 ,0.00 ,4898.25 ,0.00 
2014/7/22,3.24 ,2192.70 ,70.96 ,1.24 ,4083.29 ,50.78 ,4.10 ,1495.93 ,61.34 ,0.00 ,4966.79 ,0.00 
2014/7/23,3.23 ,2197.83 ,70.94 ,1.25 ,4057.11 ,50.76 ,4.08 ,1506.76 ,61.42 ,0.00 ,4897.56 ,0.00 
2014/7/24,3.22 ,2237.02 ,71.96 ,1.25 ,4054.22 ,50.65 ,4.08 ,1541.90 ,62.91 ,0.00 ,4859.62 ,0.00 
2014/7/25,3.18 ,2260.45 ,71.95 ,1.24 ,4089.80 ,50.66 ,4.04 ,1557.02 ,62.87 ,0.00 ,4899.73 ,0.00 
2014/7/28,3.10 ,2323.90 ,71.98 ,1.22 ,4168.37 ,50.76 ,3.92 ,1609.48 ,63.15 ,0.00 ,4984.28 ,0.00 
2014/7/29,3.09 ,2331.37 ,72.13 ,1.21 ,4207.86 ,50.77 ,3.93 ,1611.85 ,63.28 ,0.00 ,5046.41 ,0.00 
2014/7/30,3.10 ,2322.01 ,72.02 ,1.21 ,4214.84 ,50.84 ,3.93 ,1601.38 ,62.92 ,0.00 ,5088.65 ,0.00 
2014/7/31,3.07 ,2350.25 ,72.16 ,1.19 ,4257.05 ,50.85 ,3.89 ,1621.85 ,63.13 ,0.00 ,5115.58 ,0.00 
2014/8/1,3.09 ,2329.40 ,72.05 ,1.21 ,4210.22 ,50.82 ,3.92 ,1607.97 ,62.98 ,0.00 ,5056.04 ,0.00 
2014/8/4,3.04 ,2375.62 ,72.13 ,1.19 ,4278.85 ,50.87 ,3.84 ,1644.63 ,63.14 ,0.00 ,5121.73 ,0.00 
2014/8/5,3.04 ,2369.35 ,72.10 ,1.19 ,4300.12 ,50.97 ,3.86 ,1632.41 ,63.06 ,0.00 ,5170.16 ,0.00 
2014/8/6,3.05 ,2363.22 ,72.12 ,1.18 ,4328.60 ,50.98 ,3.89 ,1619.01 ,62.94 ,0.00 ,5192.31 ,0.00 
2014/8/7,3.10 ,2327.46 ,72.09 ,1.19 ,4286.09 ,50.97 ,3.95 ,1593.42 ,62.92 ,0.00 ,5158.50 ,0.00 
2014/8/8,3.08 ,2331.13 ,71.80 ,1.18 ,4311.70 ,50.93 ,3.92 ,1595.66 ,62.48 ,0.00 ,5206.20 ,0.00 
2014/8/11,3.04 ,2365.35 ,71.88 ,1.16 ,4377.02 ,50.98 ,3.86 ,1619.25 ,62.54 ,0.00 ,5285.68 ,0.00 
2014/8/12,3.05 ,2357.05 ,71.93 ,1.16 ,4399.81 ,50.95 ,3.89 ,1607.91 ,62.50 ,0.00 ,5322.30 ,0.00 
2014/8/13,3.05 ,2358.90 ,71.83 ,1.16 ,4401.81 ,51.05 ,3.89 ,1610.14 ,62.58 ,0.00 ,5320.85 ,0.00 
2014/8/14,3.07 ,2335.95 ,71.75 ,1.17 ,4373.50 ,51.07 ,3.91 ,1596.84 ,62.51 ,0.00 ,5302.98 ,0.00 
2014/8/15,3.04 ,2360.64 ,71.81 ,1.15 ,4423.64 ,51.05 ,3.88 ,1612.00 ,62.47 ,0.00 ,5359.73 ,0.00 
2014/8/18,3.03 ,2374.56 ,71.94 ,1.14 ,4483.54 ,51.09 ,3.88 ,1613.13 ,62.53 ,0.00 ,5449.27 ,0.00 
2014/8/19,3.02 ,2374.77 ,71.75 ,1.14 ,4496.94 ,51.07 ,3.87 ,1609.09 ,62.24 ,0.00 ,5473.40 ,0.00 
2014/8/20,3.03 ,2366.14 ,71.78 ,1.13 ,4497.40 ,51.01 ,3.89 ,1600.34 ,62.26 ,0.00 ,5461.59 ,0.00 
2014/8/21,3.05 ,2354.24 ,71.81 ,1.13 ,4495.44 ,50.86 ,3.92 ,1587.03 ,62.23 ,0.00 ,5477.34 ,0.00 
2014/8/22,3.04 ,2365.36 ,71.87 ,1.12 ,4521.75 ,50.84 ,3.91 ,1594.18 ,62.32 ,0.00 ,5524.37 ,0.00 
2014/8/25,3.06 ,2342.86 ,71.60 ,1.13 ,4487.14 ,50.82 ,3.93 ,1577.43 ,62.00 ,0.00 ,5485.08 ,0.00 
2014/8/26,3.08 ,2324.09 ,71.51 ,1.15 ,4407.59 ,50.82 ,3.94 ,1573.39 ,62.04 ,0.00 ,5376.85 ,0.00 
2014/8/27,3.07 ,2327.60 ,71.56 ,1.15 ,4421.21 ,50.79 ,3.94 ,1572.79 ,62.02 ,0.00 ,5406.56 ,0.00 
2014/8/28,3.09 ,2311.28 ,71.52 ,1.16 ,4381.49 ,50.81 ,3.96 ,1563.89 ,61.95 ,0.00 ,5359.56 ,0.00 
2014/8/29,3.07 ,2338.29 ,71.67 ,1.15 ,4427.88 ,50.82 ,3.93 ,1581.28 ,62.20 ,0.00 ,5421.29 ,0.00 
2014/9/1,3.05 ,2355.32 ,71.81 ,1.13 ,4507.44 ,50.82 ,3.92 ,1586.02 ,62.15 ,0.00 ,5522.78 ,0.00 
2014/9/2,3.01 ,2386.46 ,71.87 ,1.11 ,4576.12 ,50.80 ,3.87 ,1607.50 ,62.28 ,0.00 ,5604.66 ,0.00 
2014/9/3,2.98 ,2408.84 ,71.78 ,1.10 ,4608.56 ,50.80 ,3.83 ,1624.03 ,62.20 ,0.00 ,5648.72 ,0.00 
2014/9/4,2.96 ,2426.22 ,71.81 ,1.09 ,4647.89 ,50.79 ,3.80 ,1637.29 ,62.20 ,0.00 ,5704.28 ,0.00 
2014/9/5,2.93 ,2449.26 ,71.67 ,1.09 ,4666.47 ,50.78 ,3.75 ,1656.24 ,62.05 ,0.00 ,5722.82 ,0.00 
2014/9/9,2.93 ,2445.22 ,71.71 ,1.08 ,4701.70 ,50.82 ,3.77 ,1645.11 ,61.97 ,0.00 ,5757.87 ,0.00 
2014/9/10,2.95 ,2432.43 ,71.76 ,1.08 ,4709.91 ,50.80 ,3.80 ,1629.99 ,61.96 ,0.00 ,5797.45 ,0.00 
2014/9/11,2.96 ,2423.45 ,71.78 ,1.08 ,4704.94 ,50.63 ,3.82 ,1622.82 ,61.93 ,0.00 ,5790.10 ,0.00 
2014/9/12,2.95 ,2438.36 ,71.99 ,1.06 ,4756.95 ,50.59 ,3.81 ,1630.20 ,62.18 ,0.00 ,5862.17 ,0.00 
2014/9/15,2.95 ,2437.19 ,72.01 ,1.05 ,4807.56 ,50.58 ,3.83 ,1624.07 ,62.14 ,0.00 ,5922.27 ,0.00 
2014/9/16,3.00 ,2388.77 ,71.63 ,1.09 ,4645.55 ,50.59 ,3.87 ,1600.92 ,61.94 ,0.00 ,5717.84 ,0.00 
2014/9/17,2.99 ,2401.33 ,71.75 ,1.08 ,4686.05 ,50.59 ,3.86 ,1604.92 ,61.97 ,0.00 ,5757.99 ,0.00 
2014/9/18,2.94 ,2408.66 ,70.87 ,1.07 ,4719.01 ,50.59 ,3.78 ,1609.87 ,60.82 ,0.00 ,5803.72 ,0.00 
2014/9/19,2.93 ,2425.21 ,71.07 ,1.06 ,4758.73 ,50.58 ,3.77 ,1619.58 ,61.08 ,0.00 ,5870.09 ,0.00 
2014/9/22,2.99 ,2378.92 ,71.09 ,1.07 ,4694.23 ,50.43 ,3.85 ,1583.89 ,61.04 ,0.00 ,5820.68 ,0.00 
2014/9/23,2.97 ,2399.46 ,71.25 ,1.06 ,4754.47 ,50.43 ,3.83 ,1595.64 ,61.19 ,0.00 ,5905.17 ,0.00 
2014/9/24,2.92 ,2441.86 ,71.41 ,1.05 ,4815.71 ,50.39 ,3.78 ,1625.73 ,61.46 ,0.00 ,5984.15 ,0.00 
2014/9/25,2.93 ,2436.97 ,71.32 ,1.05 ,4814.74 ,50.40 ,3.79 ,1618.52 ,61.28 ,0.00 ,5989.88 ,0.00 
2014/9/26,2.93 ,2437.20 ,71.34 ,1.04 ,4829.94 ,50.34 ,3.79 ,1616.09 ,61.25 ,0.00 ,6015.45 ,0.00 
2014/9/29,2.92 ,2447.80 ,71.48 ,1.03 ,4877.44 ,50.29 ,3.79 ,1621.82 ,61.41 ,0.00 ,6080.10 ,0.00 
2014/9/30,2.92 ,2450.99 ,71.45 ,1.02 ,4916.12 ,50.34 ,3.79 ,1619.70 ,61.37 ,0.00 ,6127.13 ,0.00 
2014/10/8,2.90 ,2478.38 ,71.76 ,1.01 ,4993.53 ,50.38 ,3.77 ,1633.57 ,61.64 ,0.00 ,6214.97 ,0.00 
2014/10/9,2.89 ,2481.96 ,71.71 ,1.01 ,5004.00 ,50.37 ,3.77 ,1634.04 ,61.60 ,0.00 ,6238.26 ,0.00 
2014/10/10,2.91 ,2466.79 ,71.69 ,1.01 ,4981.85 ,50.39 ,3.80 ,1621.71 ,61.56 ,0.00 ,6216.98 ,0.00 
2014/10/13,2.92 ,2454.95 ,71.75 ,1.01 ,4982.68 ,50.36 ,3.83 ,1605.99 ,61.51 ,0.00 ,6216.67 ,0.00 
2014/10/14,2.93 ,2446.56 ,71.68 ,1.01 ,4966.08 ,50.31 ,3.84 ,1600.30 ,61.42 ,0.00 ,6204.00 ,0.00 
2014/10/15,2.91 ,2463.87 ,71.73 ,1.01 ,4987.71 ,50.33 ,3.82 ,1612.77 ,61.53 ,0.00 ,6222.80 ,0.00 
2014/10/16,2.92 ,2444.40 ,71.47 ,1.03 ,4906.24 ,50.31 ,3.82 ,1608.74 ,61.39 ,0.00 ,6134.74 ,0.00 
2014/10/17,2.93 ,2441.73 ,71.60 ,1.04 ,4860.73 ,50.32 ,3.83 ,1608.52 ,61.55 ,0.60 ,6058.67 ,36.22 
2014/10/20,2.92 ,2454.71 ,71.66 ,1.02 ,4929.16 ,50.32 ,3.82 ,1612.40 ,61.59 ,0.59 ,6154.52 ,36.23 
2014/10/21,2.94 ,2433.39 ,71.55 ,1.03 ,4884.02 ,50.32 ,3.84 ,1600.84 ,61.49 ,0.59 ,6103.01 ,36.18 
2014/10/22,2.95 ,2418.64 ,71.38 ,1.04 ,4825.61 ,50.35 ,3.84 ,1597.13 ,61.38 ,0.60 ,6027.51 ,36.14 
2014/10/23,2.98 ,2395.94 ,71.28 ,1.06 ,4755.23 ,50.32 ,3.87 ,1586.56 ,61.34 ,0.61 ,5930.48 ,36.12 
2014/10/24,2.98 ,2390.71 ,71.28 ,1.06 ,4774.67 ,50.43 ,3.87 ,1583.42 ,61.28 ,0.61 ,5941.93 ,36.10 
2014/10/27,3.01 ,2368.83 ,71.30 ,1.05 ,4809.52 ,50.44 ,3.92 ,1559.91 ,61.07 ,0.60 ,6006.84 ,36.10 
2014/10/28,2.96 ,2416.65 ,71.46 ,1.02 ,4924.96 ,50.43 ,3.86 ,1585.74 ,61.24 ,0.59 ,6163.67 ,36.10 
